MON,DAY,YEAR,HR,MIN,TMZN,TMPF,SKNT,GUST,WNUM,P01I,P24I,SNOW
11,17,2013, 11,51,CST, 68.0,27.6,38.0,,,,
11,17,2013, 12,35,CST, 62.6,21.9,42.6,77,0.01,,
11,17,2013, 12,42,CST, 57.2,29.9,42.6,78,0.14,,
11,17,2013, 12,51,CST, 55.9,26.5,41.4,2558,0.40,,
11,17,2013, 13,02,CST, 57.2,34.5,44.9,2546,0.11,,
11,17,2013, 13,33,CST, 60.8,26.5,39.1,13,0.13,,
11,17,2013, 13,51,CST, 59.0,26.5,47.2,2481,0.16,,
11,17,2013, 13,56,CST, 57.2,16.1,47.2,2493,0.01,,
11,17,2013, 14,51,CST, 60.1,17.3,26.5,,0.01,,
11,17,2013, 15,18,CST, 59.0,32.2,41.4,,,,
11,17,2013, 15,51,CST, 52.0,36.8,58.7,13,0.01,,
11,17,2013, 16,51,CST, 50.0,25.3,50.6,,0.00,,
11,17,2013, 17,51,CST, 48.0,27.6,40.3,,,,
11,17,2013, 18,51,CST, 48.9,32.2,47.2,,,,
11,17,2013, 19,51,CST, 48.0,27.6,41.4,,,,
11,17,2013, 20,51,CST, 46.9,26.5,43.7,,,,
11,17,2013, 21,51,CST, 46.0,20.7,28.8,,,,
11,17,2013, 22,47,CST, 44.6,16.1,27.6,,,,
11,17,2013, 22,51,CST, 44.1,18.4,29.9,,,,
11,17,2013, 23,51,CST, 44.1,15.0,23.0,,,,
11,18,2013, 0,51,CST, 43.0,17.3,26.5,,,,
11,18,2013, 1,51,CST, 42.1,19.6,26.5,,,,
11,18,2013, 2,51,CST, 42.1,19.6,25.3,,,,
11,18,2013, 3,51,CST, 41.0,17.3,26.5,,,,
11,18,2013, 4,51,CST, 39.0,17.3,26.5,,,,
11,18,2013, 5,51,CST, 37.9,15.0,23.0,,,0.77,
11,18,2013, 6,19,CST, 37.4,16.1,25.3,,,,
11,18,2013, 6,51,CST, 37.9,15.0,26.5,,,,
11,18,2013, 7,51,CST, 37.0,18.4,31.1,,,,
11,18,2013, 8,51,CST, 37.9,23.0,29.9,,,,
11,18,2013, 9,51,CST, 39.0,24.2,29.9,,,,
11,18,2013, 10,04,CST, 39.2,20.7,26.5,,,,
11,18,2013, 10,51,CST, 41.0,18.4,28.8,,,,
11,18,2013, 11,51,CST, 42.1,24.2,32.2,,,,
11,18,2013, 12,51,CST, 42.1,20.7,33.4,,,,
11,18,2013, 13,51,CST, 42.1,19.6,32.2,,,,
11,18,2013, 14,51,CST, 43.0,21.9,29.9,,,,
11,18,2013, 15,51,CST, 41.0,15.0,24.2,,,,
11,18,2013, 16,51,CST, 39.0,9.2,,,,,
11,18,2013, 17,51,CST, 39.0,9.2,,,,,
11,18,2013, 18,51,CST, 37.0,10.4,,,,,
11,18,2013, 19,51,CST, 36.0,10.4,,,,,
11,18,2013, 20,51,CST, 35.1,9.2,,,,,
11,18,2013, 21,51,CST, 33.1,5.8,,,,,
11,18,2013, 22,51,CST, 33.1,5.8,,,,,
11,18,2013, 23,51,CST, 30.9,8.1,,,,,
11,19,2013, 0,51,CST, 30.0,6.9,,,,,
11,19,2013, 1,51,CST, 30.0,6.9,,,,,
11,19,2013, 2,51,CST, 30.0,8.1,,,,,
11,19,2013, 3,51,CST, 28.0,5.8,,,,,
11,19,2013, 4,51,CST, 27.0,5.8,,,,,
11,19,2013, 5,51,CST, 27.0,4.6,,,,,
11,19,2013, 6,51,CST, 28.0,4.6,,,,,
11,19,2013, 7,51,CST, 30.0,3.5,,,,,
11,19,2013, 8,51,CST, 33.1,0.0,,,,,
11,19,2013, 9,51,CST, 36.0,0.0,,,,,
11,19,2013, 10,51,CST, 37.9,6.9,,,,,
11,19,2013, 11,51,CST, 39.0,5.8,,,,,
11,19,2013, 12,51,CST, 39.9,4.6,,,,,
11,19,2013, 13,51,CST, 39.9,5.8,,,,,
11,19,2013, 14,51,CST, 39.9,5.8,,,,,
11,19,2013, 15,51,CST, 39.9,5.8,,,,,
11,19,2013, 16,51,CST, 37.9,6.9,,,,,
11,19,2013, 17,51,CST, 37.9,5.8,,,,,
11,19,2013, 18,51,CST, 37.9,5.8,,,,,
11,19,2013, 19,51,CST, 37.0,6.9,,,,,
11,19,2013, 20,51,CST, 37.9,9.2,,,,,
11,19,2013, 21,51,CST, 36.0,8.1,,,,,
11,19,2013, 22,51,CST, 36.0,6.9,,,,,
11,19,2013, 23,51,CST, 35.1,6.9,,,,,
11,20,2013, 0,51,CST, 34.0,6.9,,,,,
11,20,2013, 1,51,CST, 35.1,5.8,,,,,
11,20,2013, 2,51,CST, 34.0,9.2,,,,,
11,20,2013, 3,51,CST, 33.1,6.9,,,,,
11,20,2013, 4,51,CST, 33.1,5.8,,,,,
11,20,2013, 5,51,CST, 32.0,6.9,,,,,
11,20,2013, 6,51,CST, 30.9,6.9,,,,,
11,20,2013, 7,51,CST, 33.1,9.2,,,,,
11,20,2013, 8,51,CST, 36.0,13.8,,,,,
11,20,2013, 9,51,CST, 39.0,15.0,20.7,,,,
11,20,2013, 10,51,CST, 41.0,13.8,24.2,,,,
11,20,2013, 11,51,CST, 43.0,13.8,,,,,
11,20,2013, 12,51,CST, 43.0,9.2,,,,,
11,20,2013, 13,51,CST, 43.0,8.1,,,,,
11,20,2013, 14,51,CST, 44.1,9.2,,,,,
11,20,2013, 15,51,CST, 43.0,11.5,,,,,
11,20,2013, 16,51,CST, 43.0,9.2,,,,,
11,20,2013, 17,51,CST, 42.1,8.1,,13,0.00,,
11,20,2013, 18,51,CST, 42.1,6.9,,13,0.00,,
11,20,2013, 19,51,CST, 41.0,0.0,,13,0.02,,
11,20,2013, 20,51,CST, 39.9,0.0,,2493,0.09,,
11,20,2013, 21,51,CST, 41.0,5.8,,13,0.04,,
11,20,2013, 22,51,CST, 41.0,5.8,,,0.01,,
11,20,2013, 23,51,CST, 41.0,4.6,,,,,
11,21,2013, 0,51,CST, 42.1,4.6,,,,,
11,21,2013, 1,51,CST, 42.1,5.8,,,,,
11,21,2013, 2,51,CST, 43.0,4.6,,,,,
11,21,2013, 3,51,CST, 43.0,3.5,,,,,
11,21,2013, 4,51,CST, 44.1,4.6,,,,,
11,21,2013, 5,51,CST, 45.0,6.9,,,,0.16,
11,21,2013, 6,51,CST, 46.0,5.8,,,,,
11,21,2013, 7,51,CST, 46.0,3.5,,,,,
11,21,2013, 8,51,CST, 48.0,6.9,,,,,
11,21,2013, 9,51,CST, 48.9,6.9,,,,,
11,21,2013, 10,51,CST, 51.1,10.4,,,,,
11,21,2013, 11,51,CST, 51.1,8.1,,,,,
11,21,2013, 12,51,CST, 50.0,11.5,16.1,,,,
11,21,2013, 13,51,CST, 50.0,8.1,,,,,
11,21,2013, 14,51,CST, 50.0,6.9,,13,0.00,,
11,21,2013, 15,51,CST, 48.9,6.9,,2493,0.00,,
11,21,2013, 16,11,CST, 48.2,6.9,,2493,0.01,,
11,21,2013, 16,51,CST, 48.0,4.6,,2493,0.02,,
11,21,2013, 17,05,CST, 46.4,4.6,,2493,0.00,,
11,21,2013, 17,32,CST, 48.2,4.6,,2493,0.00,,
11,21,2013, 17,51,CST, 46.9,3.5,,2493,0.00,,
11,21,2013, 17,59,CST, 46.4,3.5,,2493,0.01,,
11,21,2013, 18,49,CST, 46.4,3.5,,2493,0.02,,
11,21,2013, 18,51,CST, 46.9,3.5,,2497,0.02,,
11,21,2013, 19,16,CST, 46.4,3.5,,2493,0.00,,
11,21,2013, 19,51,CST, 46.9,3.5,,2493,0.01,,
11,21,2013, 20,51,CST, 46.9,4.6,,2497,0.00,,
11,21,2013, 21,17,CST, 46.4,4.6,,2497,0.00,,
11,21,2013, 21,29,CST, 46.4,10.4,,31,0.00,,
11,21,2013, 21,51,CST, 45.0,9.2,,31,0.00,,
11,21,2013, 22,22,CST, 44.6,6.9,,31,,,
11,21,2013, 22,51,CST, 45.0,6.9,,31,,,
11,21,2013, 23,47,CST, 44.6,6.9,,31,,,
11,21,2013, 23,51,CST, 44.1,8.1,,31,,,
11,22,2013, 0,51,CST, 44.1,9.2,,31,,,
11,22,2013, 1,51,CST, 43.0,9.2,,2497,0.00,,
11,22,2013, 2,51,CST, 43.0,9.2,,2493,0.00,,
11,22,2013, 3,51,CST, 42.1,10.4,19.6,2493,0.01,,
11,22,2013, 4,51,CST, 42.1,12.7,,2493,0.02,,
11,22,2013, 5,18,CST, 41.0,13.8,,2493,0.00,,
11,22,2013, 5,51,CST, 41.0,10.4,,2497,0.00,0.08,
11,22,2013, 6,51,CST, 39.9,17.3,23.0,2497,0.00,,
11,22,2013, 7,51,CST, 37.9,10.4,,17,0.00,,
11,22,2013, 8,51,CST, 37.0,17.3,,17,0.00,,
11,22,2013, 9,51,CST, 36.0,13.8,,,0.00,,
11,22,2013, 10,06,CST, 37.4,17.3,20.7,,,,
11,22,2013, 10,51,CST, 36.0,13.8,,,,,
11,22,2013, 11,51,CST, 37.0,12.7,,,,,
11,22,2013, 12,51,CST, 37.9,10.4,,,,,
11,22,2013, 13,51,CST, 37.0,15.0,,,,,
11,22,2013, 14,51,CST, 37.0,10.4,,,,,
11,22,2013, 15,37,CST, 37.4,8.1,,,,,
11,22,2013, 15,51,CST, 37.0,9.2,,,,,
11,22,2013, 16,51,CST, 36.0,10.4,,,,,
11,22,2013, 17,51,CST, 34.0,5.8,,,,,
11,22,2013, 18,51,CST, 33.1,4.6,,,,,
11,22,2013, 19,51,CST, 30.9,4.6,,,,,
11,22,2013, 20,51,CST, 30.0,4.6,,,,,
11,22,2013, 21,51,CST, 28.9,6.9,,,,,
11,22,2013, 22,51,CST, 28.9,5.8,,,,,
11,22,2013, 23,51,CST, 28.9,9.2,,,,,
11,23,2013, 0,51,CST, 28.0,9.2,,,,,
11,23,2013, 1,51,CST, 27.0,10.4,,,,,
11,23,2013, 2,51,CST, 26.1,8.1,,,,,
11,23,2013, 3,51,CST, 25.0,10.4,,,,,
11,23,2013, 4,51,CST, 24.1,8.1,,,,,
11,23,2013, 5,51,CST, 24.1,10.4,,,,,
11,23,2013, 6,51,CST, 24.1,15.0,26.5,,,,
11,23,2013, 7,51,CST, 25.0,12.7,,,,,
11,23,2013, 8,51,CST, 24.1,17.3,,,,,
11,23,2013, 9,51,CST, 24.1,18.4,27.6,,,,
11,23,2013, 10,51,CST, 24.1,21.9,27.6,,,,
11,23,2013, 11,51,CST, 25.0,18.4,25.3,,,,
11,23,2013, 12,51,CST, 25.0,25.3,28.8,,,,
11,23,2013, 13,51,CST, 25.0,17.3,28.8,,,,
11,23,2013, 14,51,CST, 25.0,16.1,,,,,
11,23,2013, 15,51,CST, 21.9,18.4,,,,,
11,23,2013, 16,51,CST, 21.0,17.3,,,,,
11,23,2013, 17,51,CST, 19.9,17.3,26.5,,,,
11,23,2013, 18,51,CST, 19.0,19.6,,,,,
11,23,2013, 19,51,CST, 19.0,13.8,,,,,
11,23,2013, 20,51,CST, 18.0,17.3,,,,,
11,23,2013, 21,51,CST, 18.0,17.3,23.0,,,,
11,23,2013, 22,51,CST, 17.1,16.1,24.2,,,,
11,23,2013, 23,51,CST, 16.0,16.1,20.7,,,,
11,24,2013, 0,51,CST, 16.0,8.1,18.4,,,,
11,24,2013, 1,51,CST, 15.1,9.2,,,,,
11,24,2013, 2,51,CST, 15.1,9.2,,,,,
11,24,2013, 3,51,CST, 14.0,9.2,,,,,
11,24,2013, 4,51,CST, 12.9,8.1,,,,,
11,24,2013, 5,51,CST, 12.9,4.6,,,,,
11,24,2013, 6,51,CST, 12.0,5.8,,,,,
11,24,2013, 7,51,CST, 12.9,8.1,,,,,
11,24,2013, 8,51,CST, 16.0,8.1,,,,,
11,24,2013, 9,51,CST, 19.0,8.1,,,,,
11,24,2013, 10,51,CST, 21.0,9.2,,,,,
11,24,2013, 11,51,CST, 21.9,4.6,,,,,
11,24,2013, 12,51,CST, 24.1,10.4,,,,,
11,24,2013, 13,51,CST, 26.1,6.9,,,,,
11,24,2013, 14,51,CST, 26.1,8.1,,,,,
11,24,2013, 15,51,CST, 25.0,8.1,,,,,
11,24,2013, 16,51,CST, 24.1,9.2,,,,,
11,24,2013, 17,51,CST, 24.1,8.1,,,,,
11,24,2013, 18,51,CST, 23.0,10.4,,,,,
11,24,2013, 19,51,CST, 23.0,11.5,18.4,,,,
11,24,2013, 20,51,CST, 23.0,10.4,,,,,
11,24,2013, 21,51,CST, 23.0,12.7,,,,,
11,24,2013, 22,51,CST, 21.9,13.8,,,,,
11,24,2013, 23,51,CST, 21.9,12.7,20.7,,,,
11,25,2013, 0,51,CST, 21.9,15.0,,,,,
11,25,2013, 1,51,CST, 21.9,13.8,,,,,
11,25,2013, 2,51,CST, 23.0,13.8,,,,,
11,25,2013, 3,51,CST, 24.1,15.0,21.9,,,,
11,25,2013, 4,51,CST, 24.1,16.1,,,,,
11,25,2013, 5,51,CST, 25.0,15.0,21.9,,,,
11,25,2013, 6,51,CST, 26.1,16.1,23.0,,,,
11,25,2013, 7,51,CST, 27.0,15.0,23.0,,,,
11,25,2013, 8,51,CST, 28.0,16.1,25.3,,,,
11,25,2013, 9,51,CST, 30.0,15.0,23.0,,,,
11,25,2013, 10,51,CST, 32.0,13.8,25.3,,,,
11,25,2013, 11,51,CST, 30.9,18.4,21.9,20,0.00,,
11,25,2013, 12,09,CST, 30.2,17.3,24.2,2500,0.00,,
11,25,2013, 12,39,CST, 30.2,13.8,26.5,2500,0.00,,
11,25,2013, 12,51,CST, 30.0,18.4,24.2,2500,0.00,,
11,25,2013, 13,23,CST, 30.2,17.3,24.2,20,0.00,,
11,25,2013, 13,51,CST, 30.0,11.5,,20,0.00,,
11,25,2013, 14,09,CST, 30.2,16.1,24.2,20,0.00,,
11,25,2013, 14,13,CST, 30.2,17.3,24.2,20,0.00,,
11,25,2013, 14,38,CST, 30.2,13.8,25.3,20,0.00,,
11,25,2013, 14,43,CST, 30.2,10.4,25.3,20,0.00,,
11,25,2013, 14,51,CST, 30.0,11.5,19.6,20,0.00,,
11,25,2013, 15,22,CST, 30.2,13.8,20.7,20,0.00,,
11,25,2013, 15,28,CST, 30.2,15.0,21.9,20,0.00,,
11,25,2013, 15,37,CST, 30.2,15.0,,20,0.00,,
11,25,2013, 15,51,CST, 30.0,13.8,,20,0.00,,
11,25,2013, 16,51,CST, 30.9,9.2,,,0.00,,
11,25,2013, 17,51,CST, 30.9,10.4,17.3,,,,
11,25,2013, 18,51,CST, 30.9,9.2,,,,,
11,25,2013, 19,51,CST, 30.9,10.4,,,,,
11,25,2013, 20,51,CST, 32.0,10.4,,,,,
11,25,2013, 21,51,CST, 30.9,9.2,,,,,
11,25,2013, 22,51,CST, 30.0,10.4,,,,,
11,25,2013, 23,51,CST, 28.9,8.1,,,,,
11,26,2013, 0,51,CST, 30.0,8.1,,,,,
11,26,2013, 1,51,CST, 30.9,8.1,,,,,
11,26,2013, 2,51,CST, 30.0,9.2,,,,,
11,26,2013, 3,51,CST, 30.0,8.1,,,,,
11,26,2013, 4,51,CST, 30.9,9.2,,,,,
11,26,2013, 5,51,CST, 30.9,6.9,,,,,
11,26,2013, 6,51,CST, 30.9,9.2,,,,,
11,26,2013, 7,51,CST, 30.9,5.8,,,,,
11,26,2013, 8,51,CST, 32.0,8.1,,,,,
11,26,2013, 9,51,CST, 33.1,5.8,,,,,
11,26,2013, 10,51,CST, 35.1,6.9,,,,,
11,26,2013, 11,51,CST, 36.0,8.1,,,,,
11,26,2013, 12,51,CST, 35.1,9.2,,,,,
11,26,2013, 13,25,CST, 35.6,8.1,,,,,
11,26,2013, 13,51,CST, 34.0,10.4,,,,,
11,26,2013, 14,51,CST, 33.1,15.0,,,,,
11,26,2013, 15,36,CST, 30.2,16.1,21.9,20,0.00,,
11,26,2013, 15,51,CST, 30.9,12.7,,20,0.00,,
11,26,2013, 16,51,CST, 30.9,10.4,,,0.00,,
11,26,2013, 17,51,CST, 30.9,12.7,,,,,
11,26,2013, 18,46,CST, 28.4,21.9,27.6,20,0.00,,
11,26,2013, 18,51,CST, 28.0,20.7,27.6,20,0.00,,
11,26,2013, 19,51,CST, 26.1,18.4,28.8,20,0.00,,
11,26,2013, 20,07,CST, 26.6,18.4,26.5,20,0.00,,
11,26,2013, 20,51,CST, 25.0,21.9,,20,0.00,,
11,26,2013, 21,51,CST, 21.9,19.6,28.8,,0.00,,
11,26,2013, 22,51,CST, 19.0,17.3,27.6,,,,
11,26,2013, 23,51,CST, 18.0,16.1,,,,,
11,27,2013, 0,51,CST, 17.1,19.6,,,,,
11,27,2013, 1,51,CST, 18.0,16.1,,,,,
11,27,2013, 2,51,CST, 18.0,15.0,24.2,,,,
11,27,2013, 3,51,CST, 16.0,12.7,,,,,
11,27,2013, 4,51,CST, 15.1,15.0,,,,,
11,27,2013, 5,51,CST, 14.0,16.1,,,,,
11,27,2013, 6,51,CST, 14.0,12.7,,,,,
11,27,2013, 7,51,CST, 15.1,15.0,,,,,
11,27,2013, 8,51,CST, 17.1,16.1,,,,,
11,27,2013, 9,51,CST, 19.9,16.1,,,,,
11,27,2013, 10,51,CST, 23.0,13.8,,,,,
11,27,2013, 11,51,CST, 26.1,10.4,21.9,,,,
11,27,2013, 12,51,CST, 28.0,13.8,,,,,
11,27,2013, 13,51,CST, 28.9,13.8,,,,,
11,27,2013, 14,51,CST, 28.9,10.4,,,,,
11,27,2013, 15,51,CST, 28.0,12.7,,,,,
11,27,2013, 16,51,CST, 26.1,11.5,,,,,
11,27,2013, 17,51,CST, 24.1,10.4,,,,,
11,27,2013, 18,51,CST, 24.1,6.9,,,,,
11,27,2013, 19,51,CST, 23.0,4.6,,,,,
11,27,2013, 20,51,CST, 21.9,3.5,,,,,
11,27,2013, 21,51,CST, 24.1,5.8,,,,,
11,27,2013, 22,51,CST, 24.1,5.8,,,,,
11,27,2013, 23,51,CST, 24.1,5.8,,,,,
11,28,2013, 0,51,CST, 25.0,6.9,,,,,
11,28,2013, 1,51,CST, 24.1,8.1,,,,,
11,28,2013, 2,51,CST, 25.0,9.2,,,,,
11,28,2013, 3,51,CST, 25.0,10.4,,,,,
11,28,2013, 4,51,CST, 25.0,8.1,,,,,
11,28,2013, 5,51,CST, 25.0,12.7,,,,,
11,28,2013, 6,51,CST, 25.0,9.2,,,,,
11,28,2013, 7,51,CST, 26.1,12.7,,,,,
11,28,2013, 8,51,CST, 27.0,15.0,25.3,,,,
11,28,2013, 9,51,CST, 28.9,13.8,21.9,,,,
11,28,2013, 10,51,CST, 30.9,12.7,,,,,
11,28,2013, 11,51,CST, 32.0,8.1,,,,,
11,28,2013, 12,51,CST, 33.1,9.2,,,,,
11,28,2013, 13,51,CST, 34.0,11.5,,,,,
11,28,2013, 14,51,CST, 34.0,9.2,,,,,
11,28,2013, 15,51,CST, 33.1,9.2,,,,,
11,28,2013, 16,51,CST, 30.9,8.1,,,,,
11,28,2013, 17,51,CST, 30.0,11.5,,,,,
11,28,2013, 18,51,CST, 28.0,11.5,,,,,
11,28,2013, 19,51,CST, 26.1,6.9,,,,,
11,28,2013, 20,51,CST, 24.1,5.8,,,,,
11,28,2013, 21,51,CST, 23.0,3.5,,,,,
11,28,2013, 22,51,CST, 24.1,8.1,,,,,
11,28,2013, 23,51,CST, 25.0,6.9,,,,,
11,29,2013, 0,51,CST, 23.0,3.5,,,,,
11,29,2013, 1,51,CST, 21.0,3.5,,,,,
11,29,2013, 2,51,CST, 19.9,4.6,,,,,
11,29,2013, 3,51,CST, 19.9,3.5,,,,,
11,29,2013, 4,51,CST, 19.9,4.6,,,,,
11,29,2013, 5,51,CST, 19.9,3.5,,,,,
11,29,2013, 6,51,CST, 19.0,3.5,,,,,
11,29,2013, 7,51,CST, 21.0,3.5,,,,,
11,29,2013, 8,51,CST, 25.0,0.0,,,,,
11,29,2013, 9,51,CST, 30.0,0.0,,,,,
11,29,2013, 10,51,CST, 32.0,4.6,,,,,
11,29,2013, 11,51,CST, 33.1,6.9,,,,,
11,29,2013, 12,51,CST, 35.1,6.9,,,,,
11,29,2013, 13,51,CST, 36.0,9.2,,,,,
11,29,2013, 14,51,CST, 36.0,8.1,,,,,
11,29,2013, 15,51,CST, 36.0,8.1,,,,,
11,29,2013, 16,51,CST, 34.0,6.9,,,,,
11,29,2013, 17,51,CST, 34.0,5.8,,,,,
11,29,2013, 18,51,CST, 34.0,8.1,,,,,
11,29,2013, 19,51,CST, 33.1,9.2,,,,,
11,29,2013, 20,51,CST, 33.1,6.9,,,,,
11,29,2013, 21,51,CST, 33.1,6.9,,,,,
11,29,2013, 22,51,CST, 33.1,8.1,,,,,
11,29,2013, 23,51,CST, 33.1,9.2,,,,,
11,30,2013, 0,51,CST, 33.1,8.1,,,,,
11,30,2013, 1,51,CST, 33.1,8.1,,,,,
11,30,2013, 2,51,CST, 33.1,10.4,,,,,
11,30,2013, 3,51,CST, 33.1,8.1,,,,,
11,30,2013, 4,51,CST, 32.0,6.9,,,,,
11,30,2013, 5,51,CST, 30.9,9.2,,,,,
11,30,2013, 6,51,CST, 30.9,5.8,,,,,
11,30,2013, 7,51,CST, 32.0,8.1,,,,,
11,30,2013, 8,51,CST, 35.1,10.4,,,,,
11,30,2013, 9,51,CST, 39.9,10.4,,,,,
11,30,2013, 10,51,CST, 43.0,12.7,19.6,,,,
11,30,2013, 11,51,CST, 46.0,11.5,,,,,
11,30,2013, 12,51,CST, 48.0,9.2,,,,,
11,30,2013, 13,51,CST, 50.0,11.5,,,,,
11,30,2013, 14,51,CST, 50.0,10.4,21.9,,,,
11,30,2013, 15,51,CST, 48.9,10.4,,,,,
11,30,2013, 16,51,CST, 46.9,6.9,,,,,
11,30,2013, 17,51,CST, 44.6,8.1,,,,,
11,30,2013, 18,51,CST, 43.0,9.2,,,,,
11,30,2013, 19,51,CST, 43.0,11.5,19.6,,,,
11,30,2013, 20,51,CST, 41.0,9.2,,,,,
11,30,2013, 21,51,CST, 39.0,6.9,,,,,
11,30,2013, 22,51,CST, 37.9,6.9,,,,,
11,30,2013, 23,51,CST, 37.0,4.6,,,,,
12,1,2013, 0,51,CST, 34.0,3.5,,,,,
12,1,2013, 1,51,CST, 34.0,0.0,,,,,
12,1,2013, 2,51,CST, 33.1,0.0,,,,,
12,1,2013, 3,51,CST, 30.9,3.5,,,,,
12,1,2013, 4,51,CST, 32.0,0.0,,,,,
12,1,2013, 5,51,CST, 33.1,3.5,,,,,
12,1,2013, 6,51,CST, 34.0,8.1,,,,,
12,1,2013, 7,51,CST, 35.1,6.9,,,,,
12,1,2013, 7,54,CST, 35.6,6.9,,,,,
12,1,2013, 8,44,CST, 37.4,6.9,,,,,
12,1,2013, 8,51,CST, 37.0,6.9,,,,,
12,1,2013, 9,43,CST, 39.2,5.8,,,,,
12,1,2013, 9,51,CST, 39.9,5.8,,,,,
12,1,2013, 10,51,CST, 42.1,8.1,,,,,
12,1,2013, 11,51,CST, 43.0,4.6,,,,,
12,1,2013, 12,51,CST, 43.0,9.2,,,,,
12,1,2013, 13,51,CST, 42.1,5.8,,,,,
12,1,2013, 14,51,CST, 39.9,8.1,,,,,
12,1,2013, 15,51,CST, 39.0,9.2,,,,,
12,1,2013, 16,51,CST, 36.0,6.9,,6,,,
12,1,2013, 17,51,CST, 36.0,5.8,,,,,
12,1,2013, 18,51,CST, 36.0,4.6,,,,,
12,1,2013, 19,51,CST, 35.1,4.6,,,,,
12,1,2013, 20,51,CST, 36.0,4.6,,,,,
12,1,2013, 21,51,CST, 36.0,3.5,,,,,
12,1,2013, 22,51,CST, 33.1,3.5,,31,,,
12,1,2013, 23,51,CST, 33.1,0.0,,31,,,
12,2,2013, 0,51,CST, 33.1,0.0,,31,,,
12,2,2013, 1,51,CST, 34.0,0.0,,31,,,
12,2,2013, 2,51,CST, 35.1,0.0,,31,,,
12,2,2013, 3,51,CST, 35.1,0.0,,31,,,
12,2,2013, 4,51,CST, 36.0,0.0,,31,,,
12,2,2013, 5,08,CST, 35.6,0.0,,31,,,
12,2,2013, 5,43,CST, 37.4,4.6,,6,,,
12,2,2013, 5,51,CST, 37.0,5.8,,6,,,
12,2,2013, 6,51,CST, 36.0,3.5,,6,,,
12,2,2013, 7,51,CST, 36.0,5.8,,,,,
12,2,2013, 8,51,CST, 37.9,9.2,,,,,
12,2,2013, 9,51,CST, 39.9,6.9,,,,,
12,2,2013, 10,51,CST, 41.0,9.2,,,,,
12,2,2013, 11,51,CST, 42.1,9.2,,,,,
12,2,2013, 12,51,CST, 42.1,9.2,,,,,
12,2,2013, 13,51,CST, 42.1,10.4,,,,,
12,2,2013, 14,51,CST, 41.0,9.2,,,,,
12,2,2013, 15,51,CST, 41.0,9.2,,,,,
12,2,2013, 16,51,CST, 41.0,8.1,,,,,
12,2,2013, 17,51,CST, 41.0,9.2,,,,,
12,2,2013, 18,51,CST, 39.9,10.4,,13,0.00,,
12,2,2013, 19,51,CST, 37.9,8.1,,13,0.01,,
12,2,2013, 20,51,CST, 37.9,8.1,,2493,0.01,,
12,2,2013, 21,26,CST, 37.4,9.2,,2493,0.03,,
12,2,2013, 21,51,CST, 37.0,10.4,,2493,0.05,,
12,2,2013, 22,51,CST, 37.0,10.4,,2493,0.02,,
12,2,2013, 23,23,CST, 37.4,9.2,,31,0.00,,
12,2,2013, 23,51,CST, 37.9,10.4,,31,0.00,,
12,3,2013, 0,51,CST, 37.9,11.5,,31,,,
12,3,2013, 1,51,CST, 37.9,8.1,,31,,,
12,3,2013, 2,51,CST, 37.9,6.9,,31,,,
12,3,2013, 3,51,CST, 37.9,6.9,,31,,,
12,3,2013, 4,51,CST, 37.9,6.9,,31,,,
12,3,2013, 5,45,CST, 39.2,8.1,,31,,,
12,3,2013, 5,51,CST, 39.0,6.9,,31,,0.09,
12,3,2013, 6,39,CST, 39.2,8.1,,31,,,
12,3,2013, 6,51,CST, 39.9,5.8,,31,,,
12,3,2013, 7,43,CST, 41.0,6.9,,31,,,
12,3,2013, 7,51,CST, 41.0,5.8,,31,,,
12,3,2013, 8,51,CST, 42.1,5.8,,31,,,
12,3,2013, 9,51,CST, 43.0,6.9,,31,,,
12,3,2013, 10,51,CST, 44.1,8.1,,31,,,
12,3,2013, 11,51,CST, 45.0,6.9,,31,,,
12,3,2013, 12,51,CST, 46.9,6.9,,31,,,
12,3,2013, 13,51,CST, 48.9,8.1,,31,,,
12,3,2013, 14,51,CST, 50.0,6.9,,31,,,
12,3,2013, 15,51,CST, 50.0,10.4,18.4,31,0.00,,
12,3,2013, 16,14,CST, 50.0,6.9,,31,,,
12,3,2013, 16,51,CST, 50.0,6.9,,31,,,
12,3,2013, 17,51,CST, 50.0,6.9,,2497,0.00,,
12,3,2013, 18,00,CST, 50.0,9.2,,31,0.00,,
12,3,2013, 18,51,CST, 50.0,6.9,,31,0.00,,
12,3,2013, 19,51,CST, 50.0,9.2,,31,,,
12,3,2013, 20,51,CST, 50.0,8.1,,2493,0.00,,
12,3,2013, 21,51,CST, 50.0,9.2,,31,0.00,,
12,3,2013, 22,51,CST, 50.0,6.9,,31,,,
12,3,2013, 23,51,CST, 50.0,6.9,,31,,,
12,4,2013, 0,51,CST, 50.0,6.9,,31,,,
12,4,2013, 1,51,CST, 50.0,8.1,,31,,,
12,4,2013, 2,51,CST, 48.9,10.4,,31,,,
12,4,2013, 3,09,CST, 48.2,6.9,,31,,,
12,4,2013, 3,51,CST, 48.9,6.9,,31,,,
12,4,2013, 4,51,CST, 48.0,5.8,,31,,,
12,4,2013, 5,51,CST, 48.0,8.1,,31,,,
12,4,2013, 6,51,CST, 48.0,9.2,,31,,,
12,4,2013, 7,04,CST, 48.2,11.5,,31,,,
12,4,2013, 7,39,CST, 48.2,10.4,,31,,,
12,4,2013, 7,51,CST, 48.0,10.4,17.3,31,,,
